IJK,IX,IY,IZ,XC,YC,ZC,__in
8923,19,18,6,309555.0,9762605.0,1225.0,0.25
8924,20,18,6,309565.0,9762605.0,1225.0,0.125
8936,4,19,6,309405.0,9762615.0,1225.0,0.125
8937,5,19,6,309415.0,9762615.0,1225.0,0.25
8938,6,19,6,309425.0,9762615.0,1225.0,0.25
8939,7,19,6,309435.0,9762615.0,1225.0,0.25
8940,8,19,6,309445.0,9762615.0,1225.0,0.25
8941,9,19,6,309455.0,9762615.0,1225.0,0.25
8942,10,19,6,309465.0,9762615.0,1225.0,0.375
8943,11,19,6,309475.0,9762615.0,1225.0,0.625
8944,12,19,6,309485.0,9762615.0,1225.0,0.75
8945,13,19,6,309495.0,9762615.0,1225.0,0.75
8946,14,19,6,309505.0,9762615.0,1225.0,0.875
8947,15,19,6,309515.0,9762615.0,1225.0,1.0
8948,16,19,6,309525.0,9762615.0,1225.0,1.0
8949,17,19,6,309535.0,9762615.0,1225.0,0.875
8950,18,19,6,309545.0,9762615.0,1225.0,0.75
8951,19,19,6,309555.0,9762615.0,1225.0,0.625
8952,20,19,6,309565.0,9762615.0,1225.0,0.375
8953,21,19,6,309575.0,9762615.0,1225.0,0.125
8970,10,20,6,309465.0,9762625.0,1225.0,0.125
8971,11,20,6,309475.0,9762625.0,1225.0,0.25
8972,12,20,6,309485.0,9762625.0,1225.0,0.375
8973,13,20,6,309495.0,9762625.0,1225.0,0.5
8974,14,20,6,309505.0,9762625.0,1225.0,0.625
8975,15,20,6,309515.0,9762625.0,1225.0,0.75
8976,16,20,6,309525.0,9762625.0,1225.0,0.75
8977,17,20,6,309535.0,9762625.0,1225.0,0.875
8978,18,20,6,309545.0,9762625.0,1225.0,1.0
8979,19,20,6,309555.0,9762625.0,1225.0,0.875
8980,20,20,6,309565.0,9762625.0,1225.0,0.625
8981,21,20,6,309575.0,9762625.0,1225.0,0.25
9000,12,21,6,309485.0,9762635.0,1225.0,0.125
9001,13,21,6,309495.0,9762635.0,1225.0,0.25
9002,14,21,6,309505.0,9762635.0,1225.0,0.25
9003,15,21,6,309515.0,9762635.0,1225.0,0.375
9004,16,21,6,309525.0,9762635.0,1225.0,0.5
9005,17,21,6,309535.0,9762635.0,1225.0,0.625
9006,18,21,6,309545.0,9762635.0,1225.0,0.875
9007,19,21,6,309555.0,9762635.0,1225.0,1.0
9008,20,21,6,309565.0,9762635.0,1225.0,0.875
9009,21,21,6,309575.0,9762635.0,1225.0,0.5
9010,22,21,6,309585.0,9762635.0,1225.0,0.125
9031,15,22,6,309515.0,9762645.0,1225.0,0.125
9032,16,22,6,309525.0,9762645.0,1225.0,0.25
9033,17,22,6,309535.0,9762645.0,1225.0,0.375
9034,18,22,6,309545.0,9762645.0,1225.0,0.75
9035,19,22,6,309555.0,9762645.0,1225.0,1.0
9036,20,22,6,309565.0,9762645.0,1225.0,1.0
9037,21,22,6,309575.0,9762645.0,1225.0,0.75
9038,22,22,6,309585.0,9762645.0,1225.0,0.25
9061,17,23,6,309535.0,9762655.0,1225.0,0.25
9062,18,23,6,309545.0,9762655.0,1225.0,0.625
9063,19,23,6,309555.0,9762655.0,1225.0,0.875
9064,20,23,6,309565.0,9762655.0,1225.0,1.0
9065,21,23,6,309575.0,9762655.0,1225.0,0.75
9066,22,23,6,309585.0,9762655.0,1225.0,0.25
9089,17,24,6,309535.0,9762665.0,1225.0,0.25
9090,18,24,6,309545.0,9762665.0,1225.0,0.5
9091,19,24,6,309555.0,9762665.0,1225.0,0.75
9092,20,24,6,309565.0,9762665.0,1225.0,1.0
9093,21,24,6,309575.0,9762665.0,1225.0,0.875
9094,22,24,6,309585.0,9762665.0,1225.0,0.375
9117,17,25,6,309535.0,9762675.0,1225.0,0.125
9118,18,25,6,309545.0,9762675.0,1225.0,0.375
9119,19,25,6,309555.0,9762675.0,1225.0,0.75
9120,20,25,6,309565.0,9762675.0,1225.0,1.0
9121,21,25,6,309575.0,9762675.0,1225.0,1.0
9122,22,25,6,309585.0,9762675.0,1225.0,0.5
9146,18,26,6,309545.0,9762685.0,1225.0,0.25
9147,19,26,6,309555.0,9762685.0,1225.0,0.625
9148,20,26,6,309565.0,9762685.0,1225.0,0.875
9149,21,26,6,309575.0,9762685.0,1225.0,1.0
9150,22,26,6,309585.0,9762685.0,1225.0,0.5
9174,18,27,6,309545.0,9762695.0,1225.0,0.25
9175,19,27,6,309555.0,9762695.0,1225.0,0.5
9176,20,27,6,309565.0,9762695.0,1225.0,0.75
9177,21,27,6,309575.0,9762695.0,1225.0,1.0
9178,22,27,6,309585.0,9762695.0,1225.0,0.5
9202,18,28,6,309545.0,9762705.0,1225.0,0.25
9203,19,28,6,309555.0,9762705.0,1225.0,0.5
9204,20,28,6,309565.0,9762705.0,1225.0,0.75
9205,21,28,6,309575.0,9762705.0,1225.0,1.0
9206,22,28,6,309585.0,9762705.0,1225.0,0.5
9230,18,29,6,309545.0,9762715.0,1225.0,0.25
9231,19,29,6,309555.0,9762715.0,1225.0,0.5
9232,20,29,6,309565.0,9762715.0,1225.0,0.75
9233,21,29,6,309575.0,9762715.0,1225.0,1.0
9234,22,29,6,309585.0,9762715.0,1225.0,0.5
9258,18,30,6,309545.0,9762725.0,1225.0,0.25
9259,19,30,6,309555.0,9762725.0,1225.0,0.5
9260,20,30,6,309565.0,9762725.0,1225.0,0.75
9261,21,30,6,309575.0,9762725.0,1225.0,1.0
9262,22,30,6,309585.0,9762725.0,1225.0,0.5
9286,18,31,6,309545.0,9762735.0,1225.0,0.25
9287,19,31,6,309555.0,9762735.0,1225.0,0.5
9288,20,31,6,309565.0,9762735.0,1225.0,0.625
9289,21,31,6,309575.0,9762735.0,1225.0,0.875
9290,22,31,6,309585.0,9762735.0,1225.0,0.5
9314,18,32,6,309545.0,9762745.0,1225.0,0.125
9315,19,32,6,309555.0,9762745.0,1225.0,0.375
9316,20,32,6,309565.0,9762745.0,1225.0,0.5
9317,21,32,6,309575.0,9762745.0,1225.0,0.75
9318,22,32,6,309585.0,9762745.0,1225.0,0.625
9319,23,32,6,309595.0,9762745.0,1225.0,0.125
9343,19,33,6,309555.0,9762755.0,1225.0,0.25
9344,20,33,6,309565.0,9762755.0,1225.0,0.5
9345,21,33,6,309575.0,9762755.0,1225.0,0.75
9346,22,33,6,309585.0,9762755.0,1225.0,0.875
9347,23,33,6,309595.0,9762755.0,1225.0,0.375
9371,19,34,6,309555.0,9762765.0,1225.0,0.25
9372,20,34,6,309565.0,9762765.0,1225.0,0.5
9373,21,34,6,309575.0,9762765.0,1225.0,0.75
9374,22,34,6,309585.0,9762765.0,1225.0,1.0
9375,23,34,6,309595.0,9762765.0,1225.0,0.5
9399,19,35,6,309555.0,9762775.0,1225.0,0.25
9400,20,35,6,309565.0,9762775.0,1225.0,0.5
9401,21,35,6,309575.0,9762775.0,1225.0,0.75
9402,22,35,6,309585.0,9762775.0,1225.0,1.0
9403,23,35,6,309595.0,9762775.0,1225.0,0.625
9404,24,35,6,309605.0,9762775.0,1225.0,0.125
9427,19,36,6,309555.0,9762785.0,1225.0,0.25
9428,20,36,6,309565.0,9762785.0,1225.0,0.5
9429,21,36,6,309575.0,9762785.0,1225.0,0.75
9430,22,36,6,309585.0,9762785.0,1225.0,1.0
9431,23,36,6,309595.0,9762785.0,1225.0,0.875
9432,24,36,6,309605.0,9762785.0,1225.0,0.375
9455,19,37,6,309555.0,9762795.0,1225.0,0.25
9456,20,37,6,309565.0,9762795.0,1225.0,0.5
9457,21,37,6,309575.0,9762795.0,1225.0,0.75
9458,22,37,6,309585.0,9762795.0,1225.0,1.0
9459,23,37,6,309595.0,9762795.0,1225.0,1.0
9460,24,37,6,309605.0,9762795.0,1225.0,0.5
9483,19,38,6,309555.0,9762805.0,1225.0,0.25
9484,20,38,6,309565.0,9762805.0,1225.0,0.5
9485,21,38,6,309575.0,9762805.0,1225.0,0.75
9486,22,38,6,309585.0,9762805.0,1225.0,1.0
9487,23,38,6,309595.0,9762805.0,1225.0,1.0
9488,24,38,6,309605.0,9762805.0,1225.0,0.625
9489,25,38,6,309615.0,9762805.0,1225.0,0.125
9511,19,39,6,309555.0,9762815.0,1225.0,0.25
9512,20,39,6,309565.0,9762815.0,1225.0,0.5
9513,21,39,6,309575.0,9762815.0,1225.0,0.75
9514,22,39,6,309585.0,9762815.0,1225.0,1.0
9515,23,39,6,309595.0,9762815.0,1225.0,1.0
9516,24,39,6,309605.0,9762815.0,1225.0,0.875
9517,25,39,6,309615.0,9762815.0,1225.0,0.375
9539,19,40,6,309555.0,9762825.0,1225.0,0.25
9540,20,40,6,309565.0,9762825.0,1225.0,0.5
9541,21,40,6,309575.0,9762825.0,1225.0,0.75
9542,22,40,6,309585.0,9762825.0,1225.0,1.0
9543,23,40,6,309595.0,9762825.0,1225.0,1.0
9544,24,40,6,309605.0,9762825.0,1225.0,1.0
9545,25,40,6,309615.0,9762825.0,1225.0,0.5
9567,19,41,6,309555.0,9762835.0,1225.0,0.125
9568,20,41,6,309565.0,9762835.0,1225.0,0.375
9569,21,41,6,309575.0,9762835.0,1225.0,0.75
9570,22,41,6,309585.0,9762835.0,1225.0,1.0
9571,23,41,6,309595.0,9762835.0,1225.0,1.0
9572,24,41,6,309605.0,9762835.0,1225.0,0.875
9573,25,41,6,309615.0,9762835.0,1225.0,0.375
9596,20,42,6,309565.0,9762845.0,1225.0,0.25
9597,21,42,6,309575.0,9762845.0,1225.0,0.625
9598,22,42,6,309585.0,9762845.0,1225.0,0.875
9599,23,42,6,309595.0,9762845.0,1225.0,0.75
9600,24,42,6,309605.0,9762845.0,1225.0,0.375
9601,25,42,6,309615.0,9762845.0,1225.0,0.125
9624,20,43,6,309565.0,9762855.0,1225.0,0.25
9625,21,43,6,309575.0,9762855.0,1225.0,0.5
9626,22,43,6,309585.0,9762855.0,1225.0,0.5
9627,23,43,6,309595.0,9762855.0,1225.0,0.25
9652,20,44,6,309565.0,9762865.0,1225.0,0.125
9653,21,44,6,309575.0,9762865.0,1225.0,0.25
9654,22,44,6,309585.0,9762865.0,1225.0,0.125
9867,11,2,7,309475.0,9762445.0,1235.0,0.125
9868,12,2,7,309485.0,9762445.0,1235.0,0.125
9895,11,3,7,309475.0,9762455.0,1235.0,0.125
9896,12,3,7,309485.0,9762455.0,1235.0,0.125
9940,0,5,7,309365.0,9762475.0,1235.0,0.125
9941,1,5,7,309375.0,9762475.0,1235.0,0.25
9942,2,5,7,309385.0,9762475.0,1235.0,0.25
9943,3,5,7,309395.0,9762475.0,1235.0,0.125
9968,0,6,7,309365.0,9762485.0,1235.0,0.25
9969,1,6,7,309375.0,9762485.0,1235.0,0.5
9970,2,6,7,309385.0,9762485.0,1235.0,0.5
9971,3,6,7,309395.0,9762485.0,1235.0,0.375
9972,4,6,7,309405.0,9762485.0,1235.0,0.125
9996,0,7,7,309365.0,9762495.0,1235.0,0.375
9997,1,7,7,309375.0,9762495.0,1235.0,0.625
9998,2,7,7,309385.0,9762495.0,1235.0,0.5
9999,3,7,7,309395.0,9762495.0,1235.0,0.5
10000,4,7,7,309405.0,9762495.0,1235.0,0.25
10024,0,8,7,309365.0,9762505.0,1235.0,0.25
10025,1,8,7,309375.0,9762505.0,1235.0,0.5
10026,2,8,7,309385.0,9762505.0,1235.0,0.5
10027,3,8,7,309395.0,9762505.0,1235.0,0.5
10028,4,8,7,309405.0,9762505.0,1235.0,0.375
10029,5,8,7,309415.0,9762505.0,1235.0,0.125
10053,1,9,7,309375.0,9762515.0,1235.0,0.375
10054,2,9,7,309385.0,9762515.0,1235.0,0.625
10055,3,9,7,309395.0,9762515.0,1235.0,0.5
10056,4,9,7,309405.0,9762515.0,1235.0,0.5
10057,5,9,7,309415.0,9762515.0,1235.0,0.25
10081,1,10,7,309375.0,9762525.0,1235.0,0.5
10082,2,10,7,309385.0,9762525.0,1235.0,0.75
10083,3,10,7,309395.0,9762525.0,1235.0,0.5
10084,4,10,7,309405.0,9762525.0,1235.0,0.5
10085,5,10,7,309415.0,9762525.0,1235.0,0.25
10109,1,11,7,309375.0,9762535.0,1235.0,0.5
10110,2,11,7,309385.0,9762535.0,1235.0,0.875
10111,3,11,7,309395.0,9762535.0,1235.0,0.625
10112,4,11,7,309405.0,9762535.0,1235.0,0.5
10113,5,11,7,309415.0,9762535.0,1235.0,0.25
10137,1,12,7,309375.0,9762545.0,1235.0,0.25
10138,2,12,7,309385.0,9762545.0,1235.0,0.75
10139,3,12,7,309395.0,9762545.0,1235.0,0.75
10140,4,12,7,309405.0,9762545.0,1235.0,0.5
10141,5,12,7,309415.0,9762545.0,1235.0,0.25
10166,2,13,7,309385.0,9762555.0,1235.0,0.5
10167,3,13,7,309395.0,9762555.0,1235.0,0.75
10168,4,13,7,309405.0,9762555.0,1235.0,0.5
10169,5,13,7,309415.0,9762555.0,1235.0,0.25
10194,2,14,7,309385.0,9762565.0,1235.0,0.5
10195,3,14,7,309395.0,9762565.0,1235.0,0.75
10196,4,14,7,309405.0,9762565.0,1235.0,0.5
10197,5,14,7,309415.0,9762565.0,1235.0,0.375
10198,6,14,7,309425.0,9762565.0,1235.0,0.125
10222,2,15,7,309385.0,9762575.0,1235.0,0.25
10223,3,15,7,309395.0,9762575.0,1235.0,0.625
10224,4,15,7,309405.0,9762575.0,1235.0,0.625
10225,5,15,7,309415.0,9762575.0,1235.0,0.5
10226,6,15,7,309425.0,9762575.0,1235.0,0.25
10251,3,16,7,309395.0,9762585.0,1235.0,0.5
10252,4,16,7,309405.0,9762585.0,1235.0,0.75
10253,5,16,7,309415.0,9762585.0,1235.0,0.5
10254,6,16,7,309425.0,9762585.0,1235.0,0.375
10255,7,16,7,309435.0,9762585.0,1235.0,0.25
10256,8,16,7,309445.0,9762585.0,1235.0,0.25
10257,9,16,7,309455.0,9762585.0,1235.0,0.25
10258,10,16,7,309465.0,9762585.0,1235.0,0.25
10259,11,16,7,309475.0,9762585.0,1235.0,0.25
10260,12,16,7,309485.0,9762585.0,1235.0,0.25
10261,13,16,7,309495.0,9762585.0,1235.0,0.125
10279,3,17,7,309395.0,9762595.0,1235.0,0.5
10280,4,17,7,309405.0,9762595.0,1235.0,0.75
10281,5,17,7,309415.0,9762595.0,1235.0,0.5
10282,6,17,7,309425.0,9762595.0,1235.0,0.5
10283,7,17,7,309435.0,9762595.0,1235.0,0.5
10284,8,17,7,309445.0,9762595.0,1235.0,0.5
10285,9,17,7,309455.0,9762595.0,1235.0,0.5
10286,10,17,7,309465.0,9762595.0,1235.0,0.5
10287,11,17,7,309475.0,9762595.0,1235.0,0.5
10288,12,17,7,309485.0,9762595.0,1235.0,0.5
10289,13,17,7,309495.0,9762595.0,1235.0,0.375
10290,14,17,7,309505.0,9762595.0,1235.0,0.25
10291,15,17,7,309515.0,9762595.0,1235.0,0.125
10307,3,18,7,309395.0,9762605.0,1235.0,0.375
10308,4,18,7,309405.0,9762605.0,1235.0,0.75
10309,5,18,7,309415.0,9762605.0,1235.0,0.75
10310,6,18,7,309425.0,9762605.0,1235.0,0.75
10311,7,18,7,309435.0,9762605.0,1235.0,0.75
10312,8,18,7,309445.0,9762605.0,1235.0,0.75
10313,9,18,7,309455.0,9762605.0,1235.0,0.75
10314,10,18,7,309465.0,9762605.0,1235.0,0.75
10315,11,18,7,309475.0,9762605.0,1235.0,0.75
10316,12,18,7,309485.0,9762605.0,1235.0,0.75
10317,13,18,7,309495.0,9762605.0,1235.0,0.75
10318,14,18,7,309505.0,9762605.0,1235.0,0.75
10319,15,18,7,309515.0,9762605.0,1235.0,0.5
10320,16,18,7,309525.0,9762605.0,1235.0,0.25
10321,17,18,7,309535.0,9762605.0,1235.0,0.125
10335,3,19,7,309395.0,9762615.0,1235.0,0.125
10336,4,19,7,309405.0,9762615.0,1235.0,0.5
10337,5,19,7,309415.0,9762615.0,1235.0,0.75
10338,6,19,7,309425.0,9762615.0,1235.0,0.75
10339,7,19,7,309435.0,9762615.0,1235.0,0.75
10340,8,19,7,309445.0,9762615.0,1235.0,0.75
10341,9,19,7,309455.0,9762615.0,1235.0,0.75
10342,10,19,7,309465.0,9762615.0,1235.0,0.875
10343,11,19,7,309475.0,9762615.0,1235.0,1.0
10344,12,19,7,309485.0,9762615.0,1235.0,1.0
10345,13,19,7,309495.0,9762615.0,1235.0,1.0
10346,14,19,7,309505.0,9762615.0,1235.0,1.0
10347,15,19,7,309515.0,9762615.0,1235.0,0.875
10348,16,19,7,309525.0,9762615.0,1235.0,0.75
10349,17,19,7,309535.0,9762615.0,1235.0,0.5
10350,18,19,7,309545.0,9762615.0,1235.0,0.25
10351,19,19,7,309555.0,9762615.0,1235.0,0.125
10364,4,20,7,309405.0,9762625.0,1235.0,0.25
10365,5,20,7,309415.0,9762625.0,1235.0,0.5
10366,6,20,7,309425.0,9762625.0,1235.0,0.5
10367,7,20,7,309435.0,9762625.0,1235.0,0.5
10368,8,20,7,309445.0,9762625.0,1235.0,0.5
10369,9,20,7,309455.0,9762625.0,1235.0,0.5
10370,10,20,7,309465.0,9762625.0,1235.0,0.625
10371,11,20,7,309475.0,9762625.0,1235.0,0.75
10372,12,20,7,309485.0,9762625.0,1235.0,0.875
10373,13,20,7,309495.0,9762625.0,1235.0,1.0
10374,14,20,7,309505.0,9762625.0,1235.0,1.0
10375,15,20,7,309515.0,9762625.0,1235.0,1.0
10376,16,20,7,309525.0,9762625.0,1235.0,1.0
10377,17,20,7,309535.0,9762625.0,1235.0,0.875
10378,18,20,7,309545.0,9762625.0,1235.0,0.75
10379,19,20,7,309555.0,9762625.0,1235.0,0.5
10380,20,20,7,309565.0,9762625.0,1235.0,0.125
10392,4,21,7,309405.0,9762635.0,1235.0,0.125
10393,5,21,7,309415.0,9762635.0,1235.0,0.375
10394,6,21,7,309425.0,9762635.0,1235.0,0.5
10395,7,21,7,309435.0,9762635.0,1235.0,0.5
10396,8,21,7,309445.0,9762635.0,1235.0,0.5
10397,9,21,7,309455.0,9762635.0,1235.0,0.5
10398,10,21,7,309465.0,9762635.0,1235.0,0.5
10399,11,21,7,309475.0,9762635.0,1235.0,0.5
10400,12,21,7,309485.0,9762635.0,1235.0,0.625
10401,13,21,7,309495.0,9762635.0,1235.0,0.75
10402,14,21,7,309505.0,9762635.0,1235.0,0.75
10403,15,21,7,309515.0,9762635.0,1235.0,0.875
10404,16,21,7,309525.0,9762635.0,1235.0,1.0
10405,17,21,7,309535.0,9762635.0,1235.0,1.0
10406,18,21,7,309545.0,9762635.0,1235.0,1.0
10407,19,21,7,309555.0,9762635.0,1235.0,0.75
10408,20,21,7,309565.0,9762635.0,1235.0,0.375
10409,21,21,7,309575.0,9762635.0,1235.0,0.125
10421,5,22,7,309415.0,9762645.0,1235.0,0.125
10422,6,22,7,309425.0,9762645.0,1235.0,0.25
10423,7,22,7,309435.0,9762645.0,1235.0,0.25
10424,8,22,7,309445.0,9762645.0,1235.0,0.25
10425,9,22,7,309455.0,9762645.0,1235.0,0.25
10426,10,22,7,309465.0,9762645.0,1235.0,0.25
10427,11,22,7,309475.0,9762645.0,1235.0,0.25
10428,12,22,7,309485.0,9762645.0,1235.0,0.25
10429,13,22,7,309495.0,9762645.0,1235.0,0.375
10430,14,22,7,309505.0,9762645.0,1235.0,0.5
10431,15,22,7,309515.0,9762645.0,1235.0,0.625
10432,16,22,7,309525.0,9762645.0,1235.0,0.75
10433,17,22,7,309535.0,9762645.0,1235.0,0.875
10434,18,22,7,309545.0,9762645.0,1235.0,1.0
10435,19,22,7,309555.0,9762645.0,1235.0,0.875
10436,20,22,7,309565.0,9762645.0,1235.0,0.625
10437,21,22,7,309575.0,9762645.0,1235.0,0.25
10457,13,23,7,309495.0,9762655.0,1235.0,0.125
10458,14,23,7,309505.0,9762655.0,1235.0,0.25
10459,15,23,7,309515.0,9762655.0,1235.0,0.375
10460,16,23,7,309525.0,9762655.0,1235.0,0.5
10461,17,23,7,309535.0,9762655.0,1235.0,0.75
10462,18,23,7,309545.0,9762655.0,1235.0,1.0
10463,19,23,7,309555.0,9762655.0,1235.0,1.0
10464,20,23,7,309565.0,9762655.0,1235.0,0.75
10465,21,23,7,309575.0,9762655.0,1235.0,0.25
10487,15,24,7,309515.0,9762665.0,1235.0,0.125
10488,16,24,7,309525.0,9762665.0,1235.0,0.375
10489,17,24,7,309535.0,9762665.0,1235.0,0.75
10490,18,24,7,309545.0,9762665.0,1235.0,1.0
10491,19,24,7,309555.0,9762665.0,1235.0,1.0
10492,20,24,7,309565.0,9762665.0,1235.0,0.75
10493,21,24,7,309575.0,9762665.0,1235.0,0.375
10494,22,24,7,309585.0,9762665.0,1235.0,0.125
10516,16,25,7,309525.0,9762675.0,1235.0,0.25
10517,17,25,7,309535.0,9762675.0,1235.0,0.625
10518,18,25,7,309545.0,9762675.0,1235.0,0.875
10519,19,25,7,309555.0,9762675.0,1235.0,1.0
10520,20,25,7,309565.0,9762675.0,1235.0,0.875
10521,21,25,7,309575.0,9762675.0,1235.0,0.625
10522,22,25,7,309585.0,9762675.0,1235.0,0.25
10544,16,26,7,309525.0,9762685.0,1235.0,0.25
10545,17,26,7,309535.0,9762685.0,1235.0,0.5
10546,18,26,7,309545.0,9762685.0,1235.0,0.75
10547,19,26,7,309555.0,9762685.0,1235.0,1.0
10548,20,26,7,309565.0,9762685.0,1235.0,1.0
10549,21,26,7,309575.0,9762685.0,1235.0,0.75
10550,22,26,7,309585.0,9762685.0,1235.0,0.25
10572,16,27,7,309525.0,9762695.0,1235.0,0.25
10573,17,27,7,309535.0,9762695.0,1235.0,0.5
10574,18,27,7,309545.0,9762695.0,1235.0,0.75
10575,19,27,7,309555.0,9762695.0,1235.0,1.0
10576,20,27,7,309565.0,9762695.0,1235.0,1.0
10577,21,27,7,309575.0,9762695.0,1235.0,0.875
10578,22,27,7,309585.0,9762695.0,1235.0,0.375
10600,16,28,7,309525.0,9762705.0,1235.0,0.25
10601,17,28,7,309535.0,9762705.0,1235.0,0.5
10602,18,28,7,309545.0,9762705.0,1235.0,0.75
10603,19,28,7,309555.0,9762705.0,1235.0,1.0
10604,20,28,7,309565.0,9762705.0,1235.0,1.0
10605,21,28,7,309575.0,9762705.0,1235.0,1.0
10606,22,28,7,309585.0,9762705.0,1235.0,0.5
10628,16,29,7,309525.0,9762715.0,1235.0,0.25
10629,17,29,7,309535.0,9762715.0,1235.0,0.5
10630,18,29,7,309545.0,9762715.0,1235.0,0.75
10631,19,29,7,309555.0,9762715.0,1235.0,1.0
10632,20,29,7,309565.0,9762715.0,1235.0,1.0
10633,21,29,7,309575.0,9762715.0,1235.0,1.0
10634,22,29,7,309585.0,9762715.0,1235.0,0.5
10656,16,30,7,309525.0,9762725.0,1235.0,0.25
10657,17,30,7,309535.0,9762725.0,1235.0,0.5
10658,18,30,7,309545.0,9762725.0,1235.0,0.75
10659,19,30,7,309555.0,9762725.0,1235.0,1.0
10660,20,30,7,309565.0,9762725.0,1235.0,1.0
10661,21,30,7,309575.0,9762725.0,1235.0,1.0
10662,22,30,7,309585.0,9762725.0,1235.0,0.5
10684,16,31,7,309525.0,9762735.0,1235.0,0.25
10685,17,31,7,309535.0,9762735.0,1235.0,0.5
10686,18,31,7,309545.0,9762735.0,1235.0,0.75
10687,19,31,7,309555.0,9762735.0,1235.0,1.0
10688,20,31,7,309565.0,9762735.0,1235.0,1.0
10689,21,31,7,309575.0,9762735.0,1235.0,1.0
10690,22,31,7,309585.0,9762735.0,1235.0,0.5
10712,16,32,7,309525.0,9762745.0,1235.0,0.125
10713,17,32,7,309535.0,9762745.0,1235.0,0.375
10714,18,32,7,309545.0,9762745.0,1235.0,0.625
10715,19,32,7,309555.0,9762745.0,1235.0,0.875
10716,20,32,7,309565.0,9762745.0,1235.0,1.0
10717,21,32,7,309575.0,9762745.0,1235.0,1.0
10718,22,32,7,309585.0,9762745.0,1235.0,0.5
10741,17,33,7,309535.0,9762755.0,1235.0,0.25
10742,18,33,7,309545.0,9762755.0,1235.0,0.5
10743,19,33,7,309555.0,9762755.0,1235.0,0.75
10744,20,33,7,309565.0,9762755.0,1235.0,1.0
10745,21,33,7,309575.0,9762755.0,1235.0,1.0
10746,22,33,7,309585.0,9762755.0,1235.0,0.75
10747,23,33,7,309595.0,9762755.0,1235.0,0.25
10769,17,34,7,309535.0,9762765.0,1235.0,0.25
10770,18,34,7,309545.0,9762765.0,1235.0,0.5
10771,19,34,7,309555.0,9762765.0,1235.0,0.75
10772,20,34,7,309565.0,9762765.0,1235.0,1.0
10773,21,34,7,309575.0,9762765.0,1235.0,1.0
10774,22,34,7,309585.0,9762765.0,1235.0,1.0
10775,23,34,7,309595.0,9762765.0,1235.0,0.5
10797,17,35,7,309535.0,9762775.0,1235.0,0.25
10798,18,35,7,309545.0,9762775.0,1235.0,0.5
10799,19,35,7,309555.0,9762775.0,1235.0,0.75
10800,20,35,7,309565.0,9762775.0,1235.0,1.0
10801,21,35,7,309575.0,9762775.0,1235.0,1.0
10802,22,35,7,309585.0,9762775.0,1235.0,1.0
10803,23,35,7,309595.0,9762775.0,1235.0,0.5
10825,17,36,7,309535.0,9762785.0,1235.0,0.25
10826,18,36,7,309545.0,9762785.0,1235.0,0.5
10827,19,36,7,309555.0,9762785.0,1235.0,0.75
10828,20,36,7,309565.0,9762785.0,1235.0,1.0
10829,21,36,7,309575.0,9762785.0,1235.0,1.0
10830,22,36,7,309585.0,9762785.0,1235.0,1.0
10831,23,36,7,309595.0,9762785.0,1235.0,0.625
10832,24,36,7,309605.0,9762785.0,1235.0,0.125
10853,17,37,7,309535.0,9762795.0,1235.0,0.25
10854,18,37,7,309545.0,9762795.0,1235.0,0.5
10855,19,37,7,309555.0,9762795.0,1235.0,0.75
10856,20,37,7,309565.0,9762795.0,1235.0,1.0
10857,21,37,7,309575.0,9762795.0,1235.0,1.0
10858,22,37,7,309585.0,9762795.0,1235.0,1.0
10859,23,37,7,309595.0,9762795.0,1235.0,0.875
10860,24,37,7,309605.0,9762795.0,1235.0,0.375
10881,17,38,7,309535.0,9762805.0,1235.0,0.25
10882,18,38,7,309545.0,9762805.0,1235.0,0.5
10883,19,38,7,309555.0,9762805.0,1235.0,0.75
10884,20,38,7,309565.0,9762805.0,1235.0,1.0
10885,21,38,7,309575.0,9762805.0,1235.0,1.0
10886,22,38,7,309585.0,9762805.0,1235.0,1.0
10887,23,38,7,309595.0,9762805.0,1235.0,1.0
10888,24,38,7,309605.0,9762805.0,1235.0,0.5
10909,17,39,7,309535.0,9762815.0,1235.0,0.125
10910,18,39,7,309545.0,9762815.0,1235.0,0.375
10911,19,39,7,309555.0,9762815.0,1235.0,0.75
10912,20,39,7,309565.0,9762815.0,1235.0,1.0
10913,21,39,7,309575.0,9762815.0,1235.0,1.0
10914,22,39,7,309585.0,9762815.0,1235.0,1.0
10915,23,39,7,309595.0,9762815.0,1235.0,1.0
10916,24,39,7,309605.0,9762815.0,1235.0,0.625
10917,25,39,7,309615.0,9762815.0,1235.0,0.125
10938,18,40,7,309545.0,9762825.0,1235.0,0.25
10939,19,40,7,309555.0,9762825.0,1235.0,0.75
10940,20,40,7,309565.0,9762825.0,1235.0,1.0
10941,21,40,7,309575.0,9762825.0,1235.0,1.0
10942,22,40,7,309585.0,9762825.0,1235.0,1.0
10943,23,40,7,309595.0,9762825.0,1235.0,1.0
10944,24,40,7,309605.0,9762825.0,1235.0,0.875
10945,25,40,7,309615.0,9762825.0,1235.0,0.375
10966,18,41,7,309545.0,9762835.0,1235.0,0.25
10967,19,41,7,309555.0,9762835.0,1235.0,0.625
10968,20,41,7,309565.0,9762835.0,1235.0,0.875
10969,21,41,7,309575.0,9762835.0,1235.0,1.0
10970,22,41,7,309585.0,9762835.0,1235.0,1.0
10971,23,41,7,309595.0,9762835.0,1235.0,1.0
